,title,artist,number,duration,t_eps,href,status
198,Walk Right In,Dr. Hook,761,3:04,1.0,https://ipleer.fm/song/108233996/Dr._Hook_-_Walk_Right_In/,Downloaded
199,Sexy Eyes,Dr. Hook,831,3:33,0.0,https://ipleer.fm/song/415412/The_Notarious_B.I.G._feat._Dr._Hook_-_Sexy_Eyes/,Downloaded
200,If Not You,Dr. Hook,914,3:16,3.0,https://ipleer.fm/search/q/Dr.+Hook+If+Not+You/,No_correct_songs_found
201,The Millionaire,Dr. Hook,1009,3:01,,https://ipleer.fm/search/q/Dr.+Hook+The+Millionaire/,No_correct_songs_found
202,Only Sixteen,Dr. Hook,1190,2:46,0.0,https://ipleer.fm/song/23373377/Dr._Hook_-_Only_Sixteen/,Downloaded
203,Right Place Wrong Time,Dr. John,483,5:35,,,List_page_not_found
204,All she wants is,Duran Duran,592,4:27,4.0,https://ipleer.fm/search/q/Duran+Duran+All+she+wants+is/,No_correct_songs_found
205,Is There Something I Should Know,Duran Duran,1043,4:10,0.0,https://ipleer.fm/song/19223690/Duran_Duran_-_Is_There_Something_I_Should_Know/,Downloaded
206,I Don t Want Your Love,Duran Duran,1148,3:48,1.0,https://ipleer.fm/song/95974562/Duran_Duran_-_I_Don_t_Want_Your_Love/,Downloaded
207,Lyin' Eyes,Eagles,296,6:21,0.0,https://ipleer.fm/song/30908057/Eagles_-_Lyin_Eyes/,Downloaded
208,The Long Run,Eagles,591,3:42,0.0,https://ipleer.fm/song/9962103/Eagles_-_The_Long_Run/,Downloaded
209,Best Of My Love,Eagles,1061,4:35,0.0,https://ipleer.fm/song/32893354/World_Romantic_Hits_-_Eagles_-_Best_Of_My_Love/,Downloaded
210,Getaway,Earth Wind and Fire,735,3:46,7.0,https://ipleer.fm/search/q/Earth+Wind+and+Fire+Getaway/,No_correct_songs_found
211,September,"Earth, Wind & Fire",804,2:28,1.0,https://ipleer.fm/song/28454198/Earth_Wind_Fire_-_September/,Downloaded
212,After The Love Has Gone,"Earth, Wind & Fire",1056,4:41,7.0,"https://ipleer.fm/search/q/Earth,+Wind+&+Fire+After+The+Love+Has+Gone/",No_correct_songs_found
213,Jamie,Eddie Holland,1046,2:25,,https://ipleer.fm/search/q/Eddie+Holland+Jamie/,No_correct_songs_found
214,I Love A Rainy Night,Eddie Rabbitt,1143,3:10,0.0,https://ipleer.fm/song/1758158/Eddie_Rabbitt_-_I_Love_A_Rainy_Night/,Downloaded
215,Frankenstein,Edgar Winter,1268,3:28,1.0,https://ipleer.fm/song/434676/Edgar_Winter_Group_-_Frankenstein/,Downloaded
216,War,Edwin Starr,893,3:29,0.0,https://ipleer.fm/song/35067418/Edwin_Starr_-_War/,Downloaded
217,I Had Too Much To Dream,Electric Prunes,134,2:60,0.0,https://ipleer.fm/song/44305902/Electric_Prunes_-_I_Had_Too_Much_To_Dream_Last_Night/,Downloaded
218,Philadelphia Freedom,Elton John,354,5:23,0.0,https://ipleer.fm/song/12941472/Elton_John_-_Philadelphia_Freedom/,Downloaded
219,Levon,Elton John,752,5:22,0.0,https://ipleer.fm/song/36456556/Elton_John_-_Levon/,Downloaded
220,Goodbye Yellow Brick Road,Elton John,842,3:15,0.0,https://ipleer.fm/song/4728656/Elton_John_-_Goodbye_Yellow_Brick_Road/,Downloaded
221,The Bitch Is Back,Elton John,991,3:38,1.0,https://ipleer.fm/song/68451155/Elton_John_-_The_Bitch_Is_Back/,Downloaded
222,Who Wears These Shoes,Elton John,1269,4:03,0.0,https://ipleer.fm/song/15999037/Elton_John_-_Who_Wears_These_Shoes/,Downloaded
223,Little Sister,Elvis Presley,159,2:32,,,List_page_not_found
224,For Ol' Times Sake,Elvis Presley,222,3:38,,,List_page_not_found
225,Guitar Man,Elvis Presley,289,2:57,,,List_page_not_found
226,My Boy,Elvis Presley,326,3:21,,,List_page_not_found
227,I Really Don't Want To Know,Elvis Presley,386,2:46,,,List_page_not_found
228,One Night,Elvis Presley,399,2:31,,,List_page_not_found
229,If I Can Dream,Elvis Presley,543,3:12,,,List_page_not_found
230,Judy,Elvis Presley,565,2:12,,,List_page_not_found
231,His Latest Flame,Elvis Presley,617,2:09,,,List_page_not_found
232,Ask Me,Elvis Presley,658,2:08,,,List_page_not_found
233,My Way,Elvis Presley,793,4:34,,,List_page_not_found
234,She Thinks I Still Care,Elvis Presley,875,3:52,,,List_page_not_found
235,There Goes My Everything,Elvis Presley,993,2:60,,,List_page_not_found
236,My Wish Came True,Elvis Presley,1055,2:35,,,List_page_not_found
237,Lucky Man,"Emerson, Lake & Palmer",1180,4:41,0.0,https://ipleer.fm/song/82889824/Emerson_Lake_Palmer_-_Lucky_Man_Alternate_Version/,Downloaded
238,After the Lovin',Engelbert Humperdinck,506,3:56,1.0,https://ipleer.fm/song/108866863/Engelbert_Humperdinck_-_1976_-_1._After_The_Lovin_After_the_lovin_1976/,Downloaded
239,Sunrise,Eric Carmen,655,5:21,0.0,https://ipleer.fm/song/70320926/Eric_Carmen_-_Sunrise/,Downloaded
240,Hungry Eyes,Eric Carmen,791,4:08,0.0,https://ipleer.fm/song/29241993/Eric_Carmen_-_Hungry_Eyes/,Downloaded
241,Let It Rain,Eric Clapton,116,5:02,0.0,https://ipleer.fm/song/92925555/Eric_Clapton_-_Let_It_Rain/,Downloaded
242,Promises,Eric Clapton,124,3:01,0.0,https://ipleer.fm/song/59945046/Eric_Clapton_-_Promises/,Downloaded
243,Forever Man,Eric Clapton,155,3:12,0.0,https://ipleer.fm/song/14974811/Eric_Clapton_-_Forever_Man/,Downloaded
244,Willie And The Hand Jive,Eric Clapton,194,11:42,0.0,https://ipleer.fm/song/110270831/Eric_Clapton_-_Willie_And_The_Hand_Jive_Get_Ready/,Downloaded
245,I Can't Stand It,Eric Clapton,898,4:10,,https://ipleer.fm/search/q/Eric+Clapton+I+Cant+Stand+It/,No_correct_songs_found
246,Lay Down Sally,Eric Clapton,1040,3:51,0.0,https://ipleer.fm/song/45675440/Eric_Clapton_-_Lay_Down_Sally/,Downloaded
247,Stop the Wedding,Etta James,127,2:54,1.0,https://ipleer.fm/song/105846155/Etta_James_-_Stop_the_Wedding/,Downloaded
248,Fool That I Am,Etta James,515,2:58,0.0,https://ipleer.fm/song/98206408/Etta_James_-_The_Fool_That_I_Am/,Downloaded
249,Would It Make Any Difference To You,Etta James,726,2:39,,https://ipleer.fm/search/q/Etta+James+Would+It+Make+Any+Difference+To+You/,No_correct_songs_found
250,I'm In Love,"Evelyn ""Champagne"" King",482,5:04,,,List_page_not_found
251,I Want To Walk You Home,Fats Domino,773,2:22,1.0,https://ipleer.fm/song/74404755/Fats_Domino_-_I_Want_To_Walk_You_Home/,Downloaded
252,Be My Guest,Fats Domino,1072,2:16,0.0,https://ipleer.fm/song/142985/Fats_Domino_-_Be_My_Guest/,Downloaded
253,Don t Treat Me Bad,Firehouse,258,5:23,1.0,https://ipleer.fm/song/19660992/Firehouse_-_Don_t_Treat_Me_Bad_1990/,Downloaded
254,Absolutely Right,Five Man Electrical Band,41,2:22,9.0,https://ipleer.fm/search/q/Five+Man+Electrical+Band+Absolutely+Right/,No_correct_songs_found
255,Foggy Mountain Breakdown,Flatt & Scruggs,37,2:42,0.0,https://ipleer.fm/song/2128817/Lester_Flatt_Earl_Scruggs_-_Foggy_Mountain_Breakdown_From_Movie_Bonnie_Clyde/,Downloaded
256,Last Date,Floyd Cramer,788,2:30,0.0,https://ipleer.fm/song/24305123/Floyd_Cramer_-_Last_Date/,Downloaded
257,Hocus Pocus,Focus,381,3:27,0.0,https://ipleer.fm/song/8323613/Focus_-_Hocus_Pocus/,Downloaded
258,Drivin' Wheel,Foghat,75,4:31,0.0,https://ipleer.fm/song/2766164/Foghat_-_Drivin_Wheel/,Downloaded
259,Rescue Me,Fontella Bass,777,2:53,,,List_page_not_found
260,Standing In The Shadows Of Love,Four Tops,1192,2:39,0.0,https://ipleer.fm/song/5893113/Four_Tops_-_Standing_In_The_Shadows_Of_Love/,Downloaded
261,Have You Ever Loved Somebody,Freddie Jackson,122,4:37,0.0,https://ipleer.fm/song/3784987/Freddie_Jackson_-_Have_You_Ever_Loved_Somebody/,Downloaded
262,Living It Down,Freddy Fender,346,2:36,,https://ipleer.fm/search/q/Freddy+Fender+Living+It+Down/,No_correct_songs_found
263,Secret Love,Freddy Fender,872,3:35,10.0,https://ipleer.fm/search/q/Freddy+Fender+Secret+Love/,No_correct_songs_found
264,Jimi Hendrix,Freedom,35,4:23,5.0,https://ipleer.fm/search/q/Freedom+Jimi+Hendrix/,No_correct_songs_found
265,Quarter To Three,Gary U.S. Bonds,571,2:31,1.0,https://ipleer.fm/song/90814169/Gary_U.S._Bonds_-_Quarter_To_Three_60-ye/,Downloaded
266,Town Without,Gene Pitney,1037,2:52,0.0,https://ipleer.fm/song/532086/Gene_Pitney_-_Town_Without_Pity/,Downloaded
267,Tenderness,General Public,389,3:37,0.0,https://ipleer.fm/song/8865252/General_Public_-_Tenderness/,Downloaded
268,"Tonight, Tonight, Tonight",Genesis,236,8:54,1.0,https://ipleer.fm/song/8237537/Genesis_-_Tonight_Tonight_Tonight/,Downloaded
269,Misunderstanding,Genesis,393,3:15,0.0,https://ipleer.fm/song/9469766/Genesis_-_Misunderstanding/,Downloaded
270,Invisible Touch,Genesis,1126,3:29,0.0,https://ipleer.fm/song/14974378/Genesis_-_Invisible_Touch/,Downloaded
271,Abacab,Genesis,1256,8:47,1.0,https://ipleer.fm/song/64414489/Genesis_-_Abacab/,Downloaded
272,Breezin',George Benson,967,5:42,0.0,https://ipleer.fm/song/18851638/George_Benson_-_Breezin/,Downloaded
273,This Song,George Harrison,361,4:14,0.0,https://ipleer.fm/song/13509735/George_Harrison_-_This_Song/,Downloaded
274,Blow Away,George Harrison,419,4:01,0.0,https://ipleer.fm/song/4710772/George_Harrison_-_Blow_Away/,Downloaded
275,Years Ago,George Harrison,517,3:47,0.0,https://ipleer.fm/song/13514595/George_Harrison_-_All_Those_Years_Ago/,Downloaded
276,I Got My Mind Set On You,George Harrison,845,3:55,1.0,https://ipleer.fm/song/22032228/George_Harrison_-_I_Got_My_Mind_Set_On_You/,Downloaded
277,Crackerbox Palace,George Harrison,1282,3:58,0.0,https://ipleer.fm/song/2519797/George_Harrison_-_Crackerbox_Palace/,Downloaded
278,Hurts To Be In Love,Gino Vanelli,62,3:43,0.0,https://ipleer.fm/song/107594760/Gino_Vanelli_-_Hurts_To_Be_In_Love/,Downloaded
279,Black Cars,Gino Vannelli,68,3:10,1.0,https://ipleer.fm/song/70878867/Gino_Vannelli_-_Black_Cars/,Downloaded
280,Wild Horses,Gino Vannelli,407,4:40,0.0,https://ipleer.fm/song/543937/Gino_Vannelli_-_Wild_Horses/,Downloaded
281,Letter Full of Tears,Gladys Knight & The Pips,112,2:46,,https://ipleer.fm/search/q/Gladys+Knight+&+The+Pips+Letter+Full+of+Tears/,No_correct_songs_found
282,Best Thing That Ever Happened To Me,Gladys Knight & The Pips,380,3:47,0.0,https://ipleer.fm/song/2273217/Gladys_Knight_The_Pips_-_The_Best_Thing_That_Ever_Happened_To_Me/,Downloaded
283,Baby Don't Change Your Mind,Gladys Knight & The Pips,705,3:15,1.0,https://ipleer.fm/song/97912764/Gladys_Knight_The_Pips_-_Baby_Don_t_Change_Your_Mind/,Downloaded
284,If I Were Your Woman,Gladys Night & The Pips,343,3:14,,https://ipleer.fm/search/q/Gladys+Night+&+The+Pips+If+I+Were+Your+Woman/,No_correct_songs_found
285,Galveston,Glen Campbell,224,2:42,0.0,https://ipleer.fm/song/107130450/Glen_Campbell_-_Galveston/,Downloaded
286,Rhinestone Cowboy,Glen Campbell,246,3:15,2.0,https://ipleer.fm/song/109434786/Glen_Campbell_-_Rhinestone_Cowboy/,Downloaded
287,Sunflower,Glen Campbell,347,2:52,0.0,https://ipleer.fm/song/72501227/Glen_Campbell_-_Sunflower/,Downloaded
288,It's Only Make Believe,Glen Campbell,623,2:27,0.0,https://ipleer.fm/song/101587967/Glen_Campbell_-_It_s_Only_Make_Believe/,Downloaded
289,Wichita Lineman,Glen Campbell,1114,3:07,0.0,https://ipleer.fm/song/111208501/Glen_Campbell_-_Wichita_Lineman_2001_Digital_Remaster/,Downloaded
290,Never Can Say Goodbye,Gloria Gaynor,190,2:58,0.0,https://ipleer.fm/song/548741/Gloria_Gaynor_-_Never_Can_Say_Goodbye/,Downloaded
291,Chicago,Graham Nash,25,4:01,0.0,https://ipleer.fm/song/3935792/Graham_Nash_-_Chicago/,Downloaded
292,Walk Like A Man,Grand Funk Railroad,762,4:05,0.0,https://ipleer.fm/song/24272504/Grand_Funk_Railroad_-_Walk_Like_A_Man/,Downloaded
293,Lucky,Greg Kihn,1027,4:27,,https://ipleer.fm/search/q/Greg+Kihn+Lucky/,No_correct_songs_found
294,Happy Man,Greg Kihn Band,1246,2:55,9.0,https://ipleer.fm/search/q/Greg+Kihn+Band+Happy+Man/,No_correct_songs_found
295,Kiss On My List,Hall & Oates,18,3:51,0.0,https://ipleer.fm/song/38287320/Hall_Oates_-_Kiss_On_My_List/,Downloaded
296,Rich Girl,Hall and Oates,485,2:27,2.0,https://ipleer.fm/song/1693999/Hall_and_Oates_-_Rich_Girl/,Downloaded
297,I've Been Everywhere,Hank Snow,1059,2:47,0.0,https://ipleer.fm/song/38972577/Hank_Snow_-_I_ve_Been_Everywhere_1962/,Downloaded
298,Sunday Morning Sunshine,Harry Chapin,412,3:48,2.0,https://ipleer.fm/song/579811/Harry_Chapin_-_Sunday_Morning_Sunshine/,Downloaded
299,Crazy On You,Heart,33,4:52,0.0,https://ipleer.fm/song/301222/Heart_-_Crazy_On_You/,Downloaded
300,Magic Man,Heart,215,5:29,1.0,https://ipleer.fm/song/36150277/Heart_-_Magic_Man/,Downloaded
301,There's the Girl,Heart,281,3:55,,https://ipleer.fm/search/q/Heart+Theres+the+Girl/,No_correct_songs_found
302,Who Will You Run To,Heart,1089,4:05,0.0,https://ipleer.fm/song/104522806/Heart_-_Who_Will_You_Run_To/,Downloaded
303,I Like The Way (The Kissing Game),Hi-Five,856,3:58,,https://ipleer.fm/search/q/Hi-Five+I+Like+The+Way+The+Kissing+Game/,No_correct_songs_found
304,I Want a New Drug,Huey Lewis & The News,430,4:46,0.0,https://ipleer.fm/song/2166444/Huey_Lewis_The_News_-_I_Want_A_New_Drug/,Downloaded
305,Need You Tonight,INXS,687,3:10,0.0,https://ipleer.fm/song/625538/INXS_-_Need_You_Tonight/,Downloaded
306,Yvonne Elliman,If I Can't Have You,34,3:00,,https://ipleer.fm/search/q/If+I+Cant+Have+You+Yvonne+Elliman/,No_correct_songs_found
307,I Want To Take You Higher,Ike & Tina Turner,204,2:53,0.0,https://ipleer.fm/song/90692396/Ike_Tina_Turner_-_I_Want_To_Take_You_Higher/,Downloaded
308,It's Gonna Work Out Fine,Ike & Tina Turner,212,3:04,0.0,https://ipleer.fm/song/1964424/Ike_Tina_Turner_-_It_s_Gonna_Work_Out_Fine/,Downloaded
309,Wish Someone Would Care,Irma Thomas,598,2:14,0.0,https://ipleer.fm/song/105849571/Irma_Thomas_-_I_Wish_Someone_Would_Care/,Downloaded
310,In-A-Gadda-Da-Vida,Iron Butterfly,261,2:54,0.0,https://ipleer.fm/song/2136304/Iron_Butterfly_-_In-A-Gadda-Da-Vida/,Downloaded
311,Do your thing,Isaac Hayes,216,3:20,,https://ipleer.fm/search/q/Isaac+Hayes+Do+your+thing/,No_correct_songs_found
312,The Look Of Love,Isaac Hayes,978,11:14,0.0,https://ipleer.fm/song/627902/Isaac_Hayes_-_The_Look_Of_Love/,Downloaded
313,Last Kiss,J. Frank Wilson & The Cavaliers,54,2:28,0.0,https://ipleer.fm/song/2255454/J._Frank_Wilson_The_Cavaliers_-_Last_Kiss/,Downloaded
314,One Last Kiss,J. Geils Band,478,4:24,1.0,https://ipleer.fm/song/72828735/J._Geils_Band_-_One_Last_Kiss/,Downloaded
315,Freeze-Frame,J. Geils Band,1002,3:60,2.0,https://ipleer.fm/song/92748505/J._Geils_Band_-_Freeze-Frame/,Downloaded
316,Baby Workout,Jackie Wilson,672,3:51,,https://ipleer.fm/search/q/Jackie+Wilson+Baby+Workout/,No_correct_songs_found
317,Here Come Those Tears Again,Jackson Browne,395,3:37,0.0,https://ipleer.fm/song/19026243/Jackson_Browne_-_Here_Comes_Those_Tears_Again/,Downloaded
318,Redneck Friend,Jackson Browne,545,4:01,0.0,https://ipleer.fm/song/31116976/Jackson_Browne_-_Redneck_Friend/,Downloaded
319,Boulevard,Jackson Browne,561,3:21,0.0,https://ipleer.fm/song/24106753/Jackson_Browne_-_Boulevard/,Downloaded
320,Running On Empty,Jackson Browne,1155,4:59,1.0,https://ipleer.fm/song/16389638/Jackson_Browne_-_Running_On_Empty/,Downloaded
321,I Don't mind,James Brown,3,2:31,,https://ipleer.fm/search/q/James+Brown+I+Dont+mind/,No_correct_songs_found
322,Cold Sweat - Part 1,James Brown,79,2:52,1.0,https://ipleer.fm/song/49079446/James_Brown_-_Cold_Sweat_-_Part_1_feat._The_Famous_Flames/,Downloaded
323,I Got You (I Feel Good),James Brown,314,2:49,,,List_page_not_found
324,My Thang,James Brown,490,4:39,0.0,https://ipleer.fm/song/86495148/James_Brown_-_My_Thang/,Downloaded
325,Baby You're Right,James Brown,533,2:59,0.0,https://ipleer.fm/song/81756071/James_Brown_-_Baby_You_re_Right_Remastered/,Downloaded
326,Think,James Brown,640,2:46,0.0,https://ipleer.fm/song/80635977/James_Brown_-_Think/,Downloaded
327,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,857,5:19,,,List_page_not_found
328,Down And Out In New York City,James Brown,1032,4:46,0.0,https://ipleer.fm/song/109894467/James_Brown_-_Down_And_Out_In_New_York_City/,Downloaded
329,Country Road,James Taylor,901,3:23,0.0,https://ipleer.fm/song/92467618/James_Taylor_-_Country_Road_1970_-_Sweet_Baby_James/,Downloaded
330,Little Old Lady From Pasadena,Jan & Dean,635,2:47,1.0,https://ipleer.fm/song/61007138/Jan_Dean_-_Little_Old_Lady_From_Pasadena/,Downloaded
331,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association",Jan & Dean,689,2:45,,,List_page_not_found
332,Sidewalk Surfin',Jan & Dean,1272,2:42,9.0,https://ipleer.fm/search/q/Jan+&+Dean+Sidewalk+Surfin/,No_correct_songs_found
333,Kozmic Blues,Janis Joplin,397,4:24,0.0,https://ipleer.fm/song/104143233/Janis_Joplin_-_Kozmic_Blues/,Downloaded
334,People Get Ready,Jeff Beck,698,4:56,0.0,https://ipleer.fm/song/110194759/Jeff_Beck_-_People_Get_Ready/,Downloaded
335,Count On Me,Jefferson Starship,1045,3:18,1.0,https://ipleer.fm/song/13047665/Jefferson_Starship_-_Count_On_Me/,Downloaded
336,Let's Get Serious,Jermaine Jackson,811,3:36,0.0,https://ipleer.fm/song/4708622/Jermaine_Jackson_-_Let_s_Get_Serious_1980/,Downloaded
337,Mr. Bojangles,Jerry Jeff Walker,294,3:54,0.0,https://ipleer.fm/song/5777092/Jerry_Jeff_Walker_-_Mr._Bojangles/,Downloaded
338,Ko-Ko Joe,Jerry Reed,713,2:35,0.0,https://ipleer.fm/song/92392127/Jerry_Reed_-_Ko-Ko_Joe/,Downloaded
339,"Right Here, Right Now",Jesus Jones,1169,3:06,2.0,https://ipleer.fm/song/51656653/Jesus_Jones_-_Right_Here_Right_Now/,Downloaded
340,Living In The Past,Jethro Tull,706,3:23,0.0,https://ipleer.fm/song/16922091/Jethro_Tull_-_Living_In_The_Past/,Downloaded
341,Come Monday,Jimmy Buffett,758,3:09,0.0,https://ipleer.fm/song/23905468/Jimmy_Buffett_-_Come_Monday/,Downloaded
342,Just A Dream,Jimmy Clanton,185,2:32,,https://ipleer.fm/search/q/Jimmy+Clanton+Just+A+Dream/,No_correct_songs_found
343,"Wonderful World, Beautiful People",Jimmy Cliff,203,3:11,0.0,https://ipleer.fm/song/7400808/Jimmy_Cliff_-_Wonderful_World_Beautiful_People/,Downloaded
344,Handy Man,Jimmy Jones,250,2:02,0.0,https://ipleer.fm/song/18062730/Jimmy_Jones_-_Handy_Man/,Downloaded
345,Baby What You Want Me To Do,Jimmy Reed,1024,2:50,3.0,https://ipleer.fm/search/q/Jimmy+Reed+Baby+What+You+Want+Me+To+Do/,No_correct_songs_found
346,I've Passed This Way Before,Jimmy Ruffin,1044,2:49,4.0,https://ipleer.fm/search/q/Jimmy+Ruffin+Ive+Passed+This+Way+Before/,No_correct_songs_found
347,Walk On The Wild Side (Part 1),Jimmy Smith,455,5:57,,https://ipleer.fm/search/q/Jimmy+Smith+Walk+On+The+Wild+Side+Part+1/,No_correct_songs_found
348,There But For Fortune,Joan Baez,1087,3:15,0.0,https://ipleer.fm/song/91590638/Joan_Baez_-_There_But_For_Fortune/,Downloaded
349,With A Little Help From My Friends,Joe Cocker,675,3:13,,https://ipleer.fm/search/q/Joe+Cocker+With+A+Little+Help+From+My+Friends/,No_correct_songs_found
350,Annie's Song,John Denver,182,3:02,0.0,https://ipleer.fm/song/2128869/John_Denver_-_Annie_s_Song/,Downloaded
351,Back Home Again,John Denver,235,4:46,0.0,https://ipleer.fm/song/101131471/John_Denver_-_Back_Home_Again/,Downloaded
352,It Amazes Me,John Denver,245,2:40,3.0,https://ipleer.fm/search/q/John+Denver+It+Amazes+Me/,No_correct_songs_found
353,Seasons Of The Heart,John Denver,463,3:51,5.0,https://ipleer.fm/search/q/John+Denver+Seasons+Of+The+Heart/,No_correct_songs_found
354,Some Days Are Diamonds (Some Days Are Stone),John Denver,711,4:03,1.0,https://ipleer.fm/song/108422026/John_Denver_-_Some_Days_Are_Diamonds_Some_Days_Are_Stone/,Downloaded
355,Rocky Mountain High,John Denver,720,4:46,0.0,https://ipleer.fm/song/61885787/John_Denver_-_Rocky_Mountain_High/,Downloaded
356,The Ways Of A Woman In Love,Johnny Cash,787,2:17,0.0,https://ipleer.fm/song/1757729/Johnny_Cash_-_The_Ways_Of_A_Woman_In_Love/,Downloaded
357,I Got Stripes,Johnny Cash,1160,2:05,0.0,https://ipleer.fm/song/1756476/Johnny_Cash_-_I_Got_Stripes/,Downloaded
358,The Battle Of New Orleans,Johnny Horton,500,2:33,0.0,https://ipleer.fm/song/74266437/Johnny_Horton_-_The_Battle_Of_New_Orleans_432hz/,Downloaded
359,Johnny Reb,Johnny Horton,1287,2:21,0.0,https://ipleer.fm/song/2911272/Johnny_Horton_-_Johnny_Reb/,Downloaded
360,Lookin' for Love,Johnny Lee,12,3:32,1.0,https://ipleer.fm/song/17839053/Johnny_Lee_-_Lookin_for_Love/,Downloaded
361,Worried Guy,Johnny Tillotson,267,2:30,1.0,https://ipleer.fm/song/60652310/Johnny_Tillotson_-_I_m_A_Worried_Guy/,Downloaded
362,"I Rise, I Fall",Johnny Tillotson,355,2:18,0.0,https://ipleer.fm/song/3703497/Johnny_Tillotson_-_I_Rise_I_Fall/,Downloaded
363,Jimmy's Girl,Johnny Tillotson,410,2:45,1.0,https://ipleer.fm/song/3703514/Johnny_Tillotson_-_Jimmy_s_Girl/,Downloaded
364,Out Of My Mind,Johnny Tillotson,638,2:37,0.0,https://ipleer.fm/song/3703503/Johnny_Tillotson_-_Out_Of_My_Mind/,Downloaded
365,It Keeps Right On A-Hurtin',Johnny Tillotson,1041,2:50,0.0,https://ipleer.fm/song/3703542/Johnny_Tillotson_-_It_Keeps_Right_On_A-Hurtin/,Downloaded
366,Talk Back Trembling Lips,Johnny Tillotson,1141,2:39,0.0,https://ipleer.fm/song/111377280/Johnny_Tillotson_-_Talk_Back_Trembling_Lips/,Downloaded
367,"(You're So Square) Baby, I Don't Care",Joni Mitchell,417,2:38,1.0,https://ipleer.fm/song/100501868/Joni_Mitchell_-_You_re_So_Square_Baby_I_Don_t_Care/,Downloaded
368,Big Yellow Taxi,Joni Mitchell,668,2:48,0.0,https://ipleer.fm/song/1777653/Joni_Mitchell_-_Big_Yellow_Taxi/,Downloaded
369,You've Got Another Thing Comin',Judas Priest,861,5:11,1.0,https://ipleer.fm/song/18198882/Judas_Priest_-_You_ve_Got_Another_Thing_Comin_GTA_VC/,Downloaded
370,Break It To Me Gently,Juice Newton,303,4:03,0.0,https://ipleer.fm/song/16551067/Juice_Newton_-_Break_It_To_Me_Gently/,Downloaded
371,Queen Of Hearts,Juice Newton,690,3:30,,,List_page_not_found
372,Lambada,Kaoma,1270,3:24,1.0,https://ipleer.fm/song/636747/Kaoma_-_Lambada/,Downloaded
373,Running Up That Hill,Kate Bush,531,5:01,,,List_page_not_found
374,You Decorated My Life,Kenny Rogers,238,3:40,0.0,https://ipleer.fm/song/23934141/Kenny_Rogers_-_You_Decorated_My_Life/,Downloaded
375,Through The Years,Kenny Rogers,338,4:46,1.0,https://ipleer.fm/song/31298606/Kenny_Rogers_-_Through_The_Years/,Downloaded
376,Scarlet Fever,Kenny Rogers,372,3:58,3.0,https://ipleer.fm/search/q/Kenny+Rogers+Scarlet+Fever/,No_correct_songs_found
377,Sweet Music Man,Kenny Rogers,472,4:20,0.0,https://ipleer.fm/song/72457192/Kenny_Rogers_-_Sweet_Music_Man/,Downloaded
378,I Don't Need You,Kenny Rogers,494,3:29,,https://ipleer.fm/search/q/Kenny+Rogers+I+Dont+Need+You/,No_correct_songs_found
379,Lucille,Kenny Rogers,731,3:43,0.0,https://ipleer.fm/song/32510460/Vizbor_YUrij_-_Lyusi_Kenny_Rogers_Lucille/,Downloaded
380,Lady,Kenny Rogers,1258,3:55,0.0,https://ipleer.fm/song/1913450/Kenny_Rogers_-_Lady/,Downloaded
381,Rocket Ride,Kiss,610,4:07,0.0,https://ipleer.fm/song/4760190/Kiss_-_Rocket_Ride/,Downloaded
382,Jungle Boogie,Kool and the Gang,331,3:06,,,List_page_not_found
383,Loving Her Was Easier,Kris Kristofferson,1135,3:47,0.0,https://ipleer.fm/song/18082853/Kris_Kristofferson_-_Loving_Her_Was_Easier_Than_Anything_I_ll_Never_Do_Again/,Downloaded
384,See See Rider,LaVern Baker,425,2:29,,,List_page_not_found
385,I Cried A Tear,LaVern Baker,822,2:36,1.0,https://ipleer.fm/song/67239112/LaVern_Baker_-_I_Cried_A_Tear/,Downloaded
386,Gloria,Laura Branigan,995,3:54,0.0,https://ipleer.fm/song/23149006/Laura_Branigan_-_Gloria/,Downloaded
387,Over The Hills and Far Away,Led Zeppelin,53,5:08,,,List_page_not_found
388,Trampled Under Foot,Led Zeppelin,525,5:35,0.0,https://ipleer.fm/song/693397/Led_Zeppelin_-_Trampled_Under_Foot/,Downloaded
389,Dyer Maker,Led Zepplin,749,4:23,1.0,https://ipleer.fm/song/10152581/Led_Zepplin_-_Dyer_Maker/,Downloaded
390,You Make Me Feel Like Dancing,Leo Sayer,986,2:54,,,List_page_not_found
391,You Don't Own Me,Lesley Gore,1211,2:32,,https://ipleer.fm/search/q/Lesley+Gore+You+Dont+Own+Me/,No_correct_songs_found
392,California Nights,Leslie Gore,813,2:50,2.0,https://ipleer.fm/song/64414436/Leslie_Gore_-_California_Nights/,Downloaded
393,Something About You,Level 42,158,3:47,1.0,https://ipleer.fm/song/37280998/Level_42_-_Something_About_You/,Downloaded
394,When Will I Be Loved,Linda Ronstadt,324,2:05,1.0,https://ipleer.fm/song/2793181/Linda_Ronstadt_-_When_Will_I_Be_Loved/,Downloaded
395,"Out Of Sight, Out Of Mind",Little Anthony & The Imperials,927,2:40,,"https://ipleer.fm/search/q/Little+Anthony+&+The+Imperials+Out+Of+Sight,+Out+Of+Mind/",No_correct_songs_found
396,Bongo Stomp,Little Joey & The Flips,67,2:17,,https://ipleer.fm/search/q/Little+Joey+&+The+Flips+Bongo+Stomp/,No_correct_songs_found
