,title,artist,number,duration,t_eps,href,ds,wav,npz,chords
308,im_in_love,"evelyn_""champagne""_king",482,05:04,-2.0,,billboard,not tried,not tried,not tried
309,heart_in_hand,brenda_lee,484,02:31,1.0,,billboard,not tried,not tried,not tried
310,rich_girl,hall_and_oates,485,02:27,0.0,,billboard,not tried,not tried,not tried
311,my_thang,james_brown,490,04:39,0.0,,billboard,not tried,not tried,not tried
312,dont_stand_so_close_to_me,police,492,04:03,0.0,,billboard,not tried,not tried,not tried
313,i_dont_need_you,kenny_rogers,494,03:29,0.0,,billboard,not tried,not tried,not tried
314,city_in_the_sky,the_staple_singers,497,03:44,0.0,,billboard,not tried,not tried,not tried
315,the_battle_of_new_orleans,johnny_horton,500,02:33,1.0,,billboard,not tried,not tried,not tried
316,last_dance,donna_summer,501,03:20,1.0,,billboard,not tried,not tried,not tried
317,ive_been_loving_you_too_long_to_stop_now,otis_redding,502,03:16,1.0,,billboard,not tried,not tried,not tried
318,good_vibrations,marky_mark__and__the_funky_bunch,503,04:30,0.0,,billboard,not tried,not tried,not tried
319,the_joker,steve_miller_band,504,03:39,0.0,,billboard,not tried,not tried,not tried
320,after_the_lovin,engelbert_humperdinck,506,03:56,0.0,,billboard,not tried,not tried,not tried
321,still,commodores,507,03:48,1.0,,billboard,not tried,not tried,not tried
322,for_ol_times_sake,elvis_presley,508,03:38,0.0,,billboard,not tried,not tried,not tried
323,how_blue_can_you_get,b.b._king,510,02:43,0.0,,billboard,not tried,not tried,not tried
324,oh_my_angel,bertha_tillman,511,02:22,0.0,,billboard,not tried,not tried,not tried
325,going_to_a_go-go,the_rolling_stones,512,03:23,0.0,,billboard,not tried,not tried,not tried
326,fool_that_i_am,etta_james,515,02:58,0.0,,billboard,not tried,not tried,not tried
327,those_lazy-hazy-crazy_days_of_summer,nat_king_cole,516,02:25,0.0,,billboard,not tried,not tried,not tried
328,years_ago,george_harrison,517,03:47,1.0,,billboard,not tried,not tried,not tried
329,suite,crosby_stills__and__nash,518,07:29,0.0,,billboard,not tried,not tried,not tried
330,the_humpty_dance,digital_underground,521,06:28,0.0,,billboard,not tried,not tried,not tried
331,young_hearts_run_free,candi_staton,522,03:42,-2.0,,billboard,not tried,not tried,not tried
332,private_dancer,tina_turner,524,07:14,0.0,,billboard,not tried,not tried,not tried
333,trampled_under_foot,led_zeppelin,525,05:35,0.0,,billboard,not tried,not tried,not tried
334,love_comes_quickly,pet_shop_boys,526,04:19,0.0,,billboard,not tried,not tried,not tried
335,crystal_blue_persuasion,tommy_james,528,04:05,0.0,,billboard,not tried,not tried,not tried
336,this_house,tracie_spencer,530,05:07,0.0,,billboard,not tried,not tried,not tried
337,running_up_that_hill,kate_bush,531,05:01,1.0,,billboard,not tried,not tried,not tried
338,baby_youre_right,james_brown,533,02:59,0.0,,billboard,not tried,not tried,not tried
339,stop_this_game,cheap_trick,539,03:58,0.0,,billboard,not tried,not tried,not tried
340,with_you_im_born_again,billy_preston,540,03:42,0.0,,billboard,not tried,not tried,not tried
341,wake_me_up_before_you_go-go,wham!,542,03:54,0.0,,billboard,not tried,not tried,not tried
342,if_i_can_dream,elvis_presley,543,03:12,1.0,,billboard,not tried,not tried,not tried
343,redneck_friend,jackson_browne,545,04:01,0.0,,billboard,not tried,not tried,not tried
344,disco_inferno,the_trammps,546,03:37,-1.0,,billboard,not tried,not tried,not tried
345,double_shot_of_my_babys_love,swingin_medallions,549,02:18,0.0,,billboard,not tried,not tried,not tried
346,shake_your_groove_thing,peaches_and_herb,550,05:33,-1.0,,billboard,not tried,not tried,not tried
347,born_to_be_alive,patrick_hernandez,552,03:35,-2.0,,billboard,not tried,not tried,not tried
348,maniac,michael_sembello,553,04:13,0.0,,billboard,not tried,not tried,not tried
349,surrender,cheap_trick,555,04:16,0.0,,billboard,not tried,not tried,not tried
350,baby_im_burnin,dolly_parton,559,02:38,1.0,,billboard,not tried,not tried,not tried
351,cecilia,simon__and__garfunkel,560,02:57,0.0,,billboard,not tried,not tried,not tried
352,boulevard,jackson_browne,561,03:21,0.0,,billboard,not tried,not tried,not tried
353,fool_that_i_am,etta_james,562,02:58,0.0,,billboard,not tried,not tried,not tried
354,judy,elvis_presley,565,02:12,0.0,,billboard,not tried,not tried,not tried
355,the_look,roxette,567,03:58,1.0,,billboard,not tried,not tried,not tried
356,dance_away,roxy,568,03:47,1.0,,billboard,not tried,not tried,not tried
357,six_days_on_the_road,dave_dudley,570,02:24,0.0,,billboard,not tried,not tried,not tried
358,quarter_to_three,gary_u.s._bonds,571,02:31,0.0,,billboard,not tried,not tried,not tried
359,oh_me_oh_my_dreams_in_my_arms,al_green,573,02:47,1.0,,billboard,not tried,not tried,not tried
360,along_comes_a_woman,chicago,574,03:49,0.0,,billboard,not tried,not tried,not tried
361,lets_work_together,canned_heat,577,02:50,0.0,,billboard,not tried,not tried,not tried
362,giving_you_the_best_that_i_got,anita_baker,578,04:21,0.0,,billboard,not tried,not tried,not tried
363,heart_full_of_soul,the_yardbirds,579,02:29,0.0,,billboard,not tried,not tried,not tried
364,i_found_a_love,the_falcons,580,02:59,0.0,,billboard,not tried,not tried,not tried
365,i_dont_blame_you_at_all,the_miracles,582,03:12,-1.0,,billboard,not tried,not tried,not tried
366,amor,ben_e._king,583,03:05,0.0,,billboard,not tried,not tried,not tried
367,too_weak_to_fight,clarence_carter,585,02:18,0.0,,billboard,not tried,not tried,not tried
368,unchained_melody,the_righteous_brothers,587,03:38,0.0,,billboard,not tried,not tried,not tried
369,we_are_the_champions,queen,588,03:03,1.0,,billboard,not tried,not tried,not tried
370,southern_cross,crosby_stills__and__nash,589,04:41,0.0,,billboard,not tried,not tried,not tried
371,talk_to_me,chico_debarge,590,03:53,0.0,,billboard,not tried,not tried,not tried
372,the_long_run,eagles,591,03:42,0.0,,billboard,not tried,not tried,not tried
373,all_she_wants_is,duran_duran,592,04:27,0.0,,billboard,not tried,not tried,not tried
374,situation,yaz,594,05:47,0.0,,billboard,not tried,not tried,not tried
375,letter_full_of_tears,gladys_knight__and__the_pips,596,02:46,-1.0,,billboard,not tried,not tried,not tried
376,time_is_on_my_side,rolling_stones,597,02:59,0.0,,billboard,not tried,not tried,not tried
377,wish_someone_would_care,irma_thomas,598,02:14,0.0,,billboard,not tried,not tried,not tried
378,hey_stoopid,alice_cooper,599,04:35,1.0,,billboard,not tried,not tried,not tried
379,i_can_help,billy_swan,601,02:58,0.0,,billboard,not tried,not tried,not tried
380,sleep_walk,santo__and__johnny,603,02:23,0.0,,billboard,not tried,not tried,not tried
381,the_thrill_is_gone,b.b._king,605,04:04,1.0,,billboard,not tried,not tried,not tried
382,everlasting_love,carl_carlton,607,02:35,-1.0,,billboard,not tried,not tried,not tried
383,harden_my_heart,quarterflash,608,03:38,0.0,,billboard,not tried,not tried,not tried
384,rocket_ride,kiss,610,04:07,0.0,,billboard,not tried,not tried,not tried
385,i_want_to_take_you_higher,sly_and_the_family_stone,614,05:24,1.0,,billboard,not tried,not tried,not tried
386,hot_child_in_the_city,nick_gilder,615,03:09,1.0,,billboard,not tried,not tried,not tried
387,simon__and__garfunkel,mrs._robinson,616,04:05,1.0,,billboard,not tried,not tried,not tried
388,his_latest_flame,elvis_presley,617,02:09,1.0,,billboard,not tried,not tried,not tried
389,everybody_loves_somebody,dean_martin,618,02:42,1.0,,billboard,not tried,not tried,not tried
390,ghostbusters_theme,ray_parker_jr,621,04:07,2.0,http://vkmusic.me/ray-parker-jr-ghostbusters-theme/,billboard,not tried,not tried,not tried
391,its_only_make_believe,glen_campbell,623,02:27,1.0,,billboard,not tried,not tried,not tried
392,higher_ground,stevie_wonder,625,03:48,0.0,,billboard,not tried,not tried,not tried
393,nick_of_time,bonnie_raitt,627,03:53,0.0,,billboard,not tried,not tried,not tried
394,hold_on,wilson_phillips,628,03:41,0.0,,billboard,not tried,not tried,not tried
395,beat_it,michael_jackson,629,04:18,1.0,,billboard,not tried,not tried,not tried
396,if_you_really_love_me,stevie_wonder,631,03:00,1.0,,billboard,not tried,not tried,not tried
397,maneater,daryl_hall__and__john_oates,633,04:34,-1.0,,billboard,not tried,not tried,not tried
398,brass_monkey,beastie_boys,634,02:39,1.0,,billboard,not tried,not tried,not tried
399,little_old_lady_from_pasadena,jan__and__dean,635,02:47,0.0,,billboard,not tried,not tried,not tried
400,after_the_lovin,engelbert_humperdinck,636,03:56,0.0,,billboard,not tried,not tried,not tried
401,human_nature,michael_jackson,637,04:06,0.0,,billboard,not tried,not tried,not tried
402,out_of_my_mind,johnny_tillotson,638,02:37,0.0,,billboard,not tried,not tried,not tried
403,think,james_brown,640,02:46,0.0,,billboard,not tried,not tried,not tried
404,the_people_in_me,the_music_machine,643,02:52,0.0,,billboard,not tried,not tried,not tried
405,sittin_on_the_dock_of_the_bay,otis_redding,645,02:45,0.0,,billboard,not tried,not tried,not tried
406,caught_up_in_the_rapture,anita_baker,647,05:18,0.0,,billboard,not tried,not tried,not tried
407,what_have_i_done_to_deserve_this?,pet_shop_boys,648,04:20,0.0,,billboard,not tried,not tried,not tried
408,stoned_love,the_supremes,649,03:02,0.0,,billboard,not tried,not tried,not tried
409,hello_dolly,louis_armstrong,650,02:28,1.0,,billboard,not tried,not tried,not tried
410,its_raining_men,the_weather_girls,651,03:29,0.0,,billboard,not tried,not tried,not tried
411,tainted_love,soft_cell,654,02:41,0.0,,billboard,not tried,not tried,not tried
412,sunrise,eric_carmen,655,05:21,-1.0,,billboard,not tried,not tried,not tried
413,in_your_soul,corey_hart,657,03:55,0.0,,billboard,not tried,not tried,not tried
414,ask_me,elvis_presley,658,02:08,1.0,,billboard,not tried,not tried,not tried
415,harden_my_heart,quarterflash,659,03:38,0.0,,billboard,not tried,not tried,not tried
416,theres_the_girl,heart,660,03:55,0.0,,billboard,not tried,not tried,not tried
417,looking_for_a_love,the_j._geils_band,662,03:48,1.0,,billboard,not tried,not tried,not tried
418,hes_so_shy,pointer_sisters,663,03:40,0.0,,billboard,not tried,not tried,not tried
419,looking_for_a_love,the_j._geils_band,664,03:48,1.0,,billboard,not tried,not tried,not tried
420,big_yellow_taxi,joni_mitchell,668,02:48,0.0,,billboard,not tried,not tried,not tried
421,you_cant_roller_skate_in_a_buffalo_herd,roger_miller,669,01:52,0.0,,billboard,not tried,not tried,not tried
422,silent_lucidity,queensryche,670,05:48,0.0,,billboard,not tried,not tried,not tried
423,heavens_just_a_sin_away,the_kendalls,671,02:25,0.0,,billboard,not tried,not tried,not tried
424,sugar_shack,the_fireballs,674,02:04,0.0,,billboard,not tried,not tried,not tried
425,with_a_little_help_from_my_friends,joe_cocker,675,03:13,-2.0,,billboard,not tried,not tried,not tried
426,dont_knock_my_love_-_pt._1,wilson_pickett,677,02:25,0.0,,billboard,not tried,not tried,not tried
427,chained_and_bound,otis_redding,678,02:41,0.0,,billboard,not tried,not tried,not tried
428,years_ago,george_harrison,680,03:47,0.0,,billboard,not tried,not tried,not tried
429,with_or_without_you,u2,681,04:56,-1.0,,billboard,not tried,not tried,not tried
430,brandy,looking_glass,682,03:08,0.0,,billboard,not tried,not tried,not tried
431,that_girl,stevie_wonder,683,05:14,1.0,,billboard,not tried,not tried,not tried
432,feelin_stronger_every_day,chicago,684,04:14,0.0,,billboard,not tried,not tried,not tried
433,silent_lucidity,queensryche,685,05:48,0.0,,billboard,not tried,not tried,not tried
434,need_you_tonight,inxs,687,03:10,0.0,,billboard,not tried,not tried,not tried
435,on_the_road_again,canned_heat,688,05:03,0.0,,billboard,not tried,not tried,not tried
436,queen_of_hearts,juice_newton,690,03:30,1.0,,billboard,not tried,not tried,not tried
437,tell_it_like_it_is,the_neville_brothers,691,04:27,-1.0,,billboard,not tried,not tried,not tried
438,fever,rita_coolidge,692,03:30,1.0,,billboard,not tried,not tried,not tried
439,boulevard,jackson_browne,695,03:21,0.0,,billboard,not tried,not tried,not tried
440,too_many_rivers,brenda_lee,696,02:52,1.0,,billboard,not tried,not tried,not tried
441,people_get_ready,jeff_beck,698,04:56,0.0,,billboard,not tried,not tried,not tried
442,heartaches,bachman-turner_overdrive,699,03:54,1.0,,billboard,not tried,not tried,not tried
443,does_anybody_really_know_what_time_it_is,chicago,700,03:20,1.0,,billboard,not tried,not tried,not tried
444,white_wedding,billy_idol,701,04:13,1.0,,billboard,not tried,not tried,not tried
445,baby_dont_change_your_mind,gladys_knight__and__the_pips,705,03:15,1.0,,billboard,not tried,not tried,not tried
446,living_in_the_past,jethro_tull,706,03:23,0.0,,billboard,not tried,not tried,not tried
447,this_should_go_on_forever,rod_bernard,707,02:45,0.0,,billboard,not tried,not tried,not tried
448,sara_smile,daryl_hall__and__john_oates,708,03:06,0.0,,billboard,not tried,not tried,not tried
449,caught_up_in_the_rapture,anita_baker,709,05:18,0.0,,billboard,not tried,not tried,not tried
450,some_days_are_diamonds_some_days_are_stone,john_denver,711,04:03,0.0,,billboard,not tried,not tried,not tried
451,ko-ko_joe,jerry_reed,713,02:35,0.0,,billboard,not tried,not tried,not tried
452,lady_you_bring_me_up,commodores,716,04:01,0.0,,billboard,not tried,not tried,not tried
453,rocky_mountain_high,john_denver,720,04:46,1.0,,billboard,not tried,not tried,not tried
454,where_are_you,dinah_washington,722,02:16,-1.0,,billboard,not tried,not tried,not tried
455,maybe_tomorrow,badfinger,723,02:49,-1.0,,billboard,not tried,not tried,not tried
456,for_the_good_times,ray_price,725,03:50,0.0,,billboard,not tried,not tried,not tried
457,would_it_make_any_difference_to_you,etta_james,726,02:39,0.0,,billboard,not tried,not tried,not tried
458,eight_days_a_week,the_beatles,727,02:44,0.0,,billboard,not tried,not tried,not tried
459,breaking_up_is_hard_to_do,neil_sedaka,728,02:19,1.0,,billboard,not tried,not tried,not tried
460,pretty_in_pink,psychedelic_furs,729,04:40,0.0,,billboard,not tried,not tried,not tried
461,his_latest_flame,elvis_presley,730,02:09,0.0,,billboard,not tried,not tried,not tried
462,lucille,kenny_rogers,731,03:43,1.0,,billboard,not tried,not tried,not tried
463,bird_dog,the_everly_brothers,733,02:17,0.0,,billboard,not tried,not tried,not tried
464,i_will,dean_martin,734,02:23,1.0,,billboard,not tried,not tried,not tried
465,getaway,earth_wind_and_fire,735,03:46,0.0,,billboard,not tried,not tried,not tried
466,do_i_do,stevie_wonder,736,10:29,1.0,,billboard,not tried,not tried,not tried
467,shadow_dancing,andy_gibb,737,04:34,-1.0,,billboard,not tried,not tried,not tried
468,living_doll,cliff_richard,740,02:39,0.0,,billboard,not tried,not tried,not tried
469,love_is_a_battlefield,pat_benatar,741,04:11,1.0,,billboard,not tried,not tried,not tried
470,the_power,snap,742,03:41,0.0,,billboard,not tried,not tried,not tried
471,one_way_or_another,blondie,743,03:28,0.0,,billboard,not tried,not tried,not tried
472,that_old_black_magic,louis_prima__and__keely_smith,746,02:57,1.0,,billboard,not tried,not tried,not tried
473,baby_can_i_hold_you,tracy_chapman,747,03:14,0.0,,billboard,not tried,not tried,not tried
474,crying_time,ray_charles,748,02:59,1.0,,billboard,not tried,not tried,not tried
475,dyer_maker,led_zepplin,749,04:23,0.0,,billboard,not tried,not tried,not tried
476,id_love_to_change_the_world,ten_years_after,751,03:45,0.0,,billboard,not tried,not tried,not tried
477,levon,elton_john,752,05:22,0.0,,billboard,not tried,not tried,not tried
478,smokin_in_the_boys_room,brownsville_station,755,02:59,0.0,,billboard,not tried,not tried,not tried
479,world_in_my_eyes,depeche_mode,757,04:00,1.0,,billboard,not tried,not tried,not tried
480,come_monday,jimmy_buffett,758,03:09,0.0,,billboard,not tried,not tried,not tried
481,foggy_mountain_breakdown,flatt__and__scruggs,759,02:42,1.0,,billboard,not tried,not tried,not tried
482,walk_right_in,dr._hook,761,03:04,-1.0,,billboard,not tried,not tried,not tried
483,walk_like_a_man,grand_funk_railroad,762,04:05,2.0,,billboard,not tried,not tried,not tried
484,too_weak_to_fight,clarence_carter,765,02:18,0.0,,billboard,not tried,not tried,not tried
485,ask_me,elvis_presley,766,02:08,-1.0,,billboard,not tried,not tried,not tried
486,the_night_chicago_died,paper_lace,767,03:37,-1.0,,billboard,not tried,not tried,not tried
487,that_girl,stevie_wonder,768,05:14,1.0,,billboard,not tried,not tried,not tried
488,all_through_the_night,cyndi_lauper,769,04:30,0.0,,billboard,not tried,not tried,not tried
489,hair,the_cowsills,770,03:32,0.0,,billboard,not tried,not tried,not tried
490,press,paul_mccartney,772,04:43,0.0,,billboard,not tried,not tried,not tried
491,i_want_to_walk_you_home,fats_domino,773,02:22,1.0,,billboard,not tried,not tried,not tried
492,walking_in_memphis,marc_cohn,775,04:16,0.0,,billboard,not tried,not tried,not tried
493,along_comes_a_woman,chicago,776,03:49,0.0,,billboard,not tried,not tried,not tried
494,rescue_me,fontella_bass,777,02:53,0.0,,billboard,not tried,not tried,not tried
495,a_very_special_love_song,charlie_rich,779,02:46,0.0,,billboard,not tried,not tried,not tried
496,time_is_on_my_side,rolling_stones,780,02:59,0.0,,billboard,not tried,not tried,not tried
497,on_broadway,the_drifters,781,03:00,0.0,,billboard,not tried,not tried,not tried
498,because_i_love_you,stevie_b,782,04:22,0.0,,billboard,not tried,not tried,not tried
499,hot_child_in_the_city,nick_gilder,783,03:09,0.0,,billboard,not tried,not tried,not tried
500,soul_and_inspiration,the_righteous_brothers,785,03:09,-1.0,,billboard,not tried,not tried,not tried
501,the_ways_of_a_woman_in_love,johnny_cash,787,02:17,1.0,,billboard,not tried,not tried,not tried
502,last_date,floyd_cramer,788,02:30,0.0,,billboard,not tried,not tried,not tried
503,hey_baby,bruce_channel,789,02:23,1.0,,billboard,not tried,not tried,not tried
504,everybody_loves_me_but_you,brenda_lee,790,02:34,0.0,,billboard,not tried,not tried,not tried
505,hungry_eyes,eric_carmen,791,04:08,0.0,,billboard,not tried,not tried,not tried
506,almost_grown,chuck_berry,792,02:21,0.0,,billboard,not tried,not tried,not tried
507,my_way,elvis_presley,793,04:34,0.0,,billboard,not tried,not tried,not tried
508,catch_my_fall,billy_idol,794,03:42,0.0,,billboard,not tried,not tried,not tried
509,i_want_you,marvin_gaye,795,03:59,0.0,,billboard,not tried,not tried,not tried
510,youre_the_first_the_last_my_everything,barry_white,796,03:24,0.0,,billboard,not tried,not tried,not tried
511,straight_from_the_heart,the_allman_brothers,798,03:47,-1.0,,billboard,not tried,not tried,not tried
512,magic_man,heart,800,05:29,0.0,,billboard,not tried,not tried,not tried
513,theme_from_the_dukes_of_hazzard,waylon_jennings,802,02:09,0.0,,billboard,not tried,not tried,not tried
514,true_colors,cyndi_lauper,803,03:48,0.0,,billboard,not tried,not tried,not tried
515,september,earth_wind__and__fire,804,02:28,0.0,,billboard,not tried,not tried,not tried
516,just_a_dream,jimmy_clanton,805,02:32,0.0,,billboard,not tried,not tried,not tried
517,were_all_alone,rita_coolidge,806,03:40,0.0,,billboard,not tried,not tried,not tried
518,you_took_the_words_right_out_of_my_mouth,meat_loaf,807,04:50,0.0,,billboard,not tried,not tried,not tried
519,on_the_wings_of_a_nightingale,the_everly_brothers,809,02:36,0.0,,billboard,not tried,not tried,not tried
520,unskinny_bop,poison,810,03:49,1.0,,billboard,not tried,not tried,not tried
521,lets_get_serious,jermaine_jackson,811,03:36,0.0,,billboard,not tried,not tried,not tried
522,california_nights,leslie_gore,813,02:50,1.0,,billboard,not tried,not tried,not tried
523,big_iron,marty_robbins,814,03:57,0.0,,billboard,not tried,not tried,not tried
524,where_or_when,dion,816,02:40,0.0,,billboard,not tried,not tried,not tried
525,blue_jean,david_bowie,818,03:12,0.0,,billboard,not tried,not tried,not tried
526,mercy_mercy_me_the_ecology,marvin_gaye,819,02:31,0.0,,billboard,not tried,not tried,not tried
527,just_like_jesse_james,cher,821,04:06,0.0,,billboard,not tried,not tried,not tried
528,i_cried_a_tear,lavern_baker,822,02:36,1.0,,billboard,not tried,not tried,not tried
529,lovely_day,bill_withers,823,04:07,0.0,,billboard,not tried,not tried,not tried
530,50_ways_to_leave_your_lover,paul_simon,824,03:15,0.0,,billboard,not tried,not tried,not tried
531,just_a_friend,biz_markie,827,04:01,0.0,,billboard,not tried,not tried,not tried
532,journey_to_the_center_of_the_mind,the_amboy_dukes,828,03:35,2.0,,billboard,not tried,not tried,not tried
533,trying_to_live_my_life_without_you,bob_seger__and__the_silver_bullet_band,830,04:04,0.0,,billboard,not tried,not tried,not tried
534,sexy_eyes,dr._hook,831,03:33,0.0,,billboard,not tried,not tried,not tried
535,through_the_years,kenny_rogers,832,04:46,1.0,,billboard,not tried,not tried,not tried
536,you_can_call_me_al,paul_simon,833,04:41,0.0,,billboard,not tried,not tried,not tried
537,good_morning_starshine,oliver,834,03:39,0.0,,billboard,not tried,not tried,not tried
538,sweet_love,anita_baker,837,04:26,1.0,,billboard,not tried,not tried,not tried
539,surfin_safari,the_beach_boys,838,02:09,1.0,,billboard,not tried,not tried,not tried
540,when_will_i_be_loved,linda_ronstadt,839,02:05,0.0,,billboard,not tried,not tried,not tried
541,born_to_be_wild,steppenwolf,841,03:30,-1.0,,billboard,not tried,not tried,not tried
542,goodbye_yellow_brick_road,elton_john,842,03:15,0.0,,billboard,not tried,not tried,not tried
543,if_i_could_turn_back_time,cher,843,04:01,-1.0,,billboard,not tried,not tried,not tried
544,burning_down_the_house,talking_heads,844,04:01,0.0,,billboard,not tried,not tried,not tried
545,i_got_my_mind_set_on_you,george_harrison,845,03:55,0.0,,billboard,not tried,not tried,not tried
546,dance_away,roxy,846,03:47,0.0,,billboard,not tried,not tried,not tried
547,sweet_surrender,bread,847,02:37,0.0,,billboard,not tried,not tried,not tried
548,liar_liar,the_castaways,848,01:55,1.0,http://vkmusic.me/the-castaways-liar-liar/,billboard,not tried,not tried,not tried
549,do_you_love_me,the_contours,849,02:54,0.0,,billboard,not tried,not tried,not tried
550,jump_for_my_love,the_pointer_sisters,850,04:02,0.0,,billboard,not tried,not tried,not tried
551,bad_moon_rising,creedence_clearwater_revival,852,02:13,0.0,,billboard,not tried,not tried,not tried
552,i_saw_her_standing_there,the_beatles,853,02:56,0.0,,billboard,not tried,not tried,not tried
553,get_up_i_feel_like_being_like_a_sex_machine_part_1,james_brown,857,05:19,1.0,,billboard,not tried,not tried,not tried
554,make_a_little_magic,nitty_gritty_dirt_band,859,03:55,0.0,,billboard,not tried,not tried,not tried
555,youve_got_another_thing_comin,judas_priest,861,05:11,1.0,,billboard,not tried,not tried,not tried
556,wheels,the_string-a-longs,863,02:04,0.0,http://vkmusic.me/the-string-a-longs-wheels/,billboard,not tried,not tried,not tried
557,elvira,oak_ridge_boys,864,02:41,1.0,,billboard,not tried,not tried,not tried
558,dont_talk_to_strangers,rick_springfield,865,03:01,0.0,,billboard,not tried,not tried,not tried
559,and_she_was,talking_heads,870,03:39,0.0,,billboard,not tried,not tried,not tried
560,the_battle_of_new_orleans,johnny_horton,873,02:33,-1.0,,billboard,not tried,not tried,not tried
561,she_thinks_i_still_care,elvis_presley,875,03:52,1.0,,billboard,not tried,not tried,not tried
562,walk_this_way,run-d.m.c.,879,05:12,0.0,,billboard,not tried,not tried,not tried
563,dont_stand_so_close_to_me,police,881,04:03,0.0,,billboard,not tried,not tried,not tried
564,somebody_s_watching_me,rockwell,882,04:02,1.0,,billboard,not tried,not tried,not tried
565,one,metallica,884,07:24,-2.0,,billboard,not tried,not tried,not tried
566,the_way_you_do_the_things_you_do,ub40,885,03:03,0.0,,billboard,not tried,not tried,not tried
567,dance_hall_days,wang_chung,886,04:00,0.0,,billboard,not tried,not tried,not tried
568,me_myself_and_i,de_la_soul,887,03:41,0.0,,billboard,not tried,not tried,not tried
569,baby_dont_change_your_mind,gladys_knight__and__the_pips,888,03:15,1.0,,billboard,not tried,not tried,not tried
570,don_t_you_know_what_the_night_can_do,steve_winwood,889,06:55,0.0,,billboard,not tried,not tried,not tried
571,lets_go_get_stoned,ray_charles,890,03:04,0.0,,billboard,not tried,not tried,not tried
572,happy_jack,the_who,891,02:12,0.0,,billboard,not tried,not tried,not tried
573,war,edwin_starr,893,03:29,1.0,,billboard,not tried,not tried,not tried
574,on_and_on_and_on,abba,894,03:42,0.0,,billboard,not tried,not tried,not tried
575,a_dream_goes_on_forever,todd_rundgren,895,02:59,0.0,,billboard,not tried,not tried,not tried
576,california_nights,leslie_gore,896,02:50,1.0,,billboard,not tried,not tried,not tried
577,i_cant_stand_it,eric_clapton,898,04:10,-1.0,,billboard,not tried,not tried,not tried
578,i_wish_it_would_rain,the_temptations,900,02:54,1.0,,billboard,not tried,not tried,not tried
579,country_road,james_taylor,901,03:23,0.0,,billboard,not tried,not tried,not tried
580,honey_honey,abba,902,02:54,0.0,,billboard,not tried,not tried,not tried
581,be_my_baby,the_ronettes,903,02:39,0.0,,billboard,not tried,not tried,not tried
582,till_the_end_of_the_day,the_kinks,904,02:37,-2.0,,billboard,not tried,not tried,not tried
583,teach_your_children,crosby_stills__and__nash,905,02:54,0.0,,billboard,not tried,not tried,not tried
584,kisses_on_the_wind,neneh_cherry,909,03:57,0.0,,billboard,not tried,not tried,not tried
585,time_for_me_to_fly,reo_speedwagon,910,03:33,0.0,,billboard,not tried,not tried,not tried
586,hold_on,wilson_phillips,911,03:41,0.0,,billboard,not tried,not tried,not tried
587,girl_you_know_it_s_true,milli_vanilli,913,04:13,1.0,,billboard,not tried,not tried,not tried
588,sweet_caroline_good_times_never_seemed_so_good,bobby_womack,915,03:10,0.0,,billboard,not tried,not tried,not tried
589,promises,eric_clapton,916,03:01,0.0,,billboard,not tried,not tried,not tried
590,hot_in_the_city,billy_idol,920,03:38,0.0,,billboard,not tried,not tried,not tried
591,judy,elvis_presley,923,02:12,0.0,,billboard,not tried,not tried,not tried
592,the_best_disco_in_town,the_ritchie_family,925,03:14,1.0,,billboard,not tried,not tried,not tried
593,perfidia,the_ventures,926,02:06,1.0,,billboard,not tried,not tried,not tried
594,mony_mony,tommy_james,928,02:55,1.0,,billboard,not tried,not tried,not tried
595,dirty_water,rock_and_hyde,929,04:18,-2.0,,billboard,not tried,not tried,not tried
596,treat_her_like_a_lady,cornelius_brothers__and__sister_rose,932,02:46,1.0,,billboard,not tried,not tried,not tried
597,eleanor_rigby,ray_charles,933,03:00,0.0,,billboard,not tried,not tried,not tried
598,cry_like_a_baby,the_box_tops,935,02:35,1.0,,billboard,not tried,not tried,not tried
599,feel_like_making_love,roberta_flack,940,02:57,-1.0,,billboard,not tried,not tried,not tried
600,like_a_rock,bob_seger,941,05:55,-1.0,,billboard,not tried,not tried,not tried
601,i_found_a_true_love,wilson_pickett,943,02:26,0.0,,billboard,not tried,not tried,not tried
602,starting_over_again,dolly_parton,944,03:58,1.0,,billboard,not tried,not tried,not tried
603,riders_on_the_storm,the_doors,945,07:11,2.0,,billboard,not tried,not tried,not tried
604,i_second_that_emotion,the_miracles,946,02:48,-1.0,,billboard,not tried,not tried,not tried
605,fakin_it,simon__and__garfunkel,947,03:19,0.0,,billboard,not tried,not tried,not tried
606,the_twist,chubby_checker,948,02:36,0.0,,billboard,not tried,not tried,not tried
607,all_i_ever_need_is_you,sonny__and__cher,950,02:40,0.0,,billboard,not tried,not tried,not tried
608,feelin_satisfied,boston,952,04:12,0.0,,billboard,not tried,not tried,not tried
609,i_cried_a_tear,lavern_baker,954,02:36,0.0,,billboard,not tried,not tried,not tried
610,miss_you,the_rolling_stones,958,04:49,-1.0,,billboard,not tried,not tried,not tried
611,take_a_chance_on_me,abba,961,04:02,0.0,,billboard,not tried,not tried,not tried
612,the_stroke,billy_squier,963,03:28,-2.0,,billboard,not tried,not tried,not tried
613,hello_hello,the_sopwith_camel,964,02:25,0.0,,billboard,not tried,not tried,not tried
614,sweet_soul_music,arthur_conley,965,02:23,1.0,,billboard,not tried,not tried,not tried
615,breezin,george_benson,967,05:42,0.0,,billboard,not tried,not tried,not tried
